clean_tweet),labels
theme debat tonight defens secur intern relat geopolit,positif
candid pair ganjar pranowo & mahfud come wear bomber jacket,positif
surya emphas Anies afraid candid pair debat theme,netral
tonight s watch presidenti candid debat,netral
readi support favorit presidenti candid watch week januari live wib digit channel uhf channel stream,positif
sunday januari wib talk presidenti debat live nusantara host donni keizer tascha liudmila,netral
nusantara special coverag guid qualifi speaker field session theme indonesia s role challeng current intern relat,positif
pranowo s father s readi debat presidenti candid s continu support pranowo s father presid republ indonesia,positif
nt forget watch debat presidenti debat live nusantara sunday januari wib finish,positif
m,negatif
peopl s trust trust sir,positif
lit gangar imit jokowi,netral
straightforward firm express base valid real data,positif
deputi director repres tpn ganjarmahfud nation win team charl honori believ presidenti candid prabowo subianto understand differ stunt malnutrit,positif
hasto ganjar Anies similar presidenti elect debat,netral
presidenti candid superior search sunday night public sentiment Anies receiv posit respons 100 %,positif
ganjar panelist dive realm inspir life,positif
hot s joke night nt excit m afraid s wrong ideal presidenti candid suitabl indonesia m,netral
quot jokowi reward debat nt choos leader dictat,positif
close statement presidenti candid serial session remind statement presidenti elect debat elect leader track record violat human right,negatif
puan maharani invit februari vote monday s elect,netral
funwalk penguin happi happi,positif
morn walk gangar mr madam peopl indonesia healthi strong,positif
presidenti candid candid ganjar pranowo promis develop field educ equit access indonesian peopl,positif
support pura budeg support,positif
pranowo s reward remind vote candid dictatori trait,positif
vote candid dictat track record corrupt,negatif
theme social welfar cultur educ technolog health employ human resourc inclus express hope,positif
ganjar s postdeb statement final debat public,positif
close reward debat oppos dynast polit listen critic campu,positif
quot presid jokowi s previou remark nt elect dictat violat human right,negatif
close debat reward quot jokowi nt choos candid track record report human right violat,positif
ahok s polit speech ahok declar support ganjar mahfud mention social assist,positif
ganjar pranowo s close statement close warm hug mahfud,positif
debat Anies follow prabowo tetwet ganjar,positif
nation s reward leader disappoint read,positif
sir emphas overcom peopl s difficulti,negatif
candid pair s final statement,netral
prabowo modest close presidenti candid debat,netral
wow reward prabowo s direct flick,positif
ganjar s intellig respons govern critic artist,netral
doctor slump outfit zipper hoodi,netral
ganjar prabowo agre internet,positif
agre agre nda campaign hahaha,positif
elect held choos ani prabowo comment strengthen choic,positif
finger salut indonesia s victori provid support pak gangar mahfud,positif
ganjar call mahfud s resign exemplari democraci integr,positif
s finish friend decid choic vote day,positif
jokowi s close statement nt vote candid track record violent human right violat agre ganjarmahfud left,negatif
amp theme bjir s opinion vision mission,positif
close statement mahfud promis obey god obey law justic loyal peopl remind corrupt collus nepot flourish indonesia,positif
close statement presid peopl includ vote includ fight peopl,negatif
close statement remind angel pay close attent note statement,negatif
close statement candid pair peopl apolog candid pair action unpleas,positif
call wok pak gangar s digit footprint strong memori rememb forget s normal presidenti vice presidenti candid mencla mencl team camp win ganjar,positif
close statement : countri trade peopl stingi s indonesia fair,positif
close statement : peopl chang live condit fight inequ fight red white hatr,negatif
prabowo gibran s cool jacket clash ganjar mahfud s presidenti candid debat choos,positif
round,netral
omg gaze intimid prof,negatif
Anies answer nt forget infrastructur aspect provinci hospit nt class hospit subdistrict nt commun health center,positif
sir close statement goosebump fanat parti support uphold promis trust indonesian peopl,positif
reward prabowo s sarcasm slow brain speech digit trace disappear sir,positif
love,positif
prabowo s answer data short thousand doctor agre invit professor improv medic faculti,positif
ganjar agre prabowo s meal program,positif
Anies answer agre talk health parti ensur meet,positif
prabowo s question Anies : agre idea medic scienc scholarship children,positif
hot ganjar amp prabowo internet food,positif
answer true reward educ invest consid cost provid polici favor weak,positif
Anies answer : educ socioeconom escal educ cost intervent born univers,netral
mvp final debat gay,netral
reward attack statement peopl internet slow brain,positif
ganjar s answer liber educ ganjarmahfud program poor famili underprivileg undergradu govern assist educ,negatif
prabowogibran s concret solut technolog industri,positif
Anies question gangar phenomenon difficulti pay tuition fee loan educ,negatif
prabowo s answer food prioriti bring internet food children pregnant women main,positif
pranowo s reward strategi guarante safeti welfar indonesian migrant worker,positif
ganjar s answer mr s statement peopl choos internet slow brain villag blank spot digit,positif
prabowo s answer heard complet internet agre food absolut internet digit inequ,negatif
reward question prabowo sir peopl internet slow brain gibran talk digit internet program sir,positif
prabowo s fierc checkmat feed children deliber challeng debat,negatif
vision mission presidenti candid serial pranowo s reward presidenti debat,positif
wow discrimin mr Anies mr gangar argu fierc solut mr prabowo invit,positif
presidenti candid candid ganjar pranowo admit heard teacher central java receiv salari idr month,positif
prabowo s answer enforc law protect women oppress violenc exploit human traffick encourag law enforc,positif
Anies answer sir nt answer question exist & chang violenc women equal women s welfar,negatif
salari idr unfair reward increas salari teacher slb vocat school applic,positif
prabowo s answer role women pregnant women nutrit educ equal opportun includ polit,positif
ganjar Anies health priorit prabowo s promot prevent solut,negatif
Anies question prabowo explain lack empower protect women chang,netral
stori ganjar visit worker review job creation law,positif
Anies answer : option cash assist prevent corrupt data accur collabor rtrw,netral
gangar fri,netral
m support honest ganjar cool tonight,positif
answer govern s job ensur social assist target time replac social assist s job creat social justic creat social assist,positif
rp,positif
answer social assist assist recipi giver nt s social assist string attach design social assist increas & independ spi train,netral
rp,netral
question reward Anies claim social assist individu assist manag social assist mutual claim met target jealousi,positif
ration perspect develop health polici servic,positif
sir correct question food prevent stunt s late pay attent start teenag girl anem pay attent partner s health marri,positif
prabowo argu punish fed child late,negatif
prabowo s answer process feed pregnant women stunt malnutrit ganjar interven provid food assist,positif
answer feed child prevent stunt s late stunt treat mother s womb nutrit fed child improv nutrit nt confus,positif
jasarpranowo lord peopl s posit mandat,netral
question answer segment candid prabowo s question reward agre idea nutriti food children overcom stunt elimin poverti reduc matern mortal rate,positif
door report migrant worker report governor head servic social media report handl,negatif
creat cultur endow fund elect ri,positif
strict reward restor cut budget health,positif
final presidenti debat Anies present vision mission sign languag,positif
respons agre role activist field defend right worker hero,positif
activist respons involv protect migrant worker migrant worker twist requir collabor activist,negatif
presidenti debat debat discuss session bit previou hotter,netral
presidenti debat sarcast,negatif
tsk tsk tsk nt learn previou debat deni correct answer,negatif
answer provid panic button interven legal resolv exist ministri institut readi protect,negatif
ganjar emphas prevent promot effort health,positif
employ subthem question : candid pair strategi ensur safeti welfar indonesian migrant worker,positif
anjir sir reward prabowo brother brother brother,positif
respons agre govern proactiv breakthrough field technolog peopl disabl govern lot,positif
respons pak prabowo s statement propos depart region collabor pkk alloc budget peopl disabl met prepar data budget,positif
presidenti candid convey concern come parti note,positif
reward villag health facil health worker health servic watch presidenti candid debat,positif
s respons magic card plan develop opinion public polici left,negatif
reward lord peopl posit mandat,positif
answer chairman gerindra sponsor disabl law send sport team disabl olymp disabl issu govern,netral
alinea s friend convey peopl s concern presidenti debat,positif
subthem question social welfar inclus candid s commit grant concess provid data person disabl,positif
respons spend field nt view cost view invest nt stingi provid support teacher lectur smarter indonesia,positif
presidenti candid ganjar pranowo believ indonesia s develop orient develop human resourc human resourc,netral
govern sane polic,netral
respons educ progress facil inclus pen applic onlin technic guidanc mentor,positif
respons agre audit leak alloc fund courag improv lack,positif
candid eventu compet rhetor execut vision mission plan democraci maintain ethic,positif
gangar nt kobolkobol spend money treat sick peopl prabowo answer firmli,negatif
answer program acceler teacher certif hire thousand honorari teacher teacher sir scholarship teacher children lectur children allow lectur research base perform,positif
explain function,netral
educ subthem question commit candid pair improv welfar compet teacher lectur,positif
gangarmahfud win win win,positif
respons agre ganjar Anies provid space creativ innov govern courag interven protect cultur site,positif
ganjar talk concern nation figur mahfud s polit stanc,netral
respons creat healthi ecosystem cultur figur express develop form ministri cultur build extraordinari cultur,positif
bureaucrat s respons simpli facilit protect artist cultur grow govern afraid afraid stage govern critic,negatif
vision mission reward pranowo final elect debat,positif
answer cultur nation s charact protect plan cultur endow fund support cultur actor govern regul govern pioneer peopl,positif
nutriti food increas econom growth republ indonesia agre friend paragraph,positif
cultur subthem question candid s view attitud commerci cultur destruct process growth respons cultur,netral
respons,netral
answer collabor approach call busi actor realiz construct cellphon factori provid healthi ecosystem execut,positif
reward pranowo villag health facil health worker,positif
respons : gadget factori semarang afford price assign compani collabor foreign brand factori indonesia india,netral
ganjar pranowo critic leader polit mahfud resign,negatif
cellphon factori s respons scholarship indonesian children field scienc technolog engin mathemat compet,positif
indonesia s answer left technolog bring expert transfer technolog priorit laborintens invest protect intellectu right,positif
mahfud s leverag resign jokowi s cabinet leader rule,negatif
technolog subthem question : strateg step candid pair build telecommun technolog manufactur sovereignti indonesia,netral
health respons health holist health creat return health budget creat servic prevent promot,positif
prabowogibran look jacket debat,netral
respons doctor district specialist equip stroke heart diseas nutriti food children pregnant women,negatif
promot cur prevent respons balanc crosssector health depart sector involv,netral
presidenti debat jcc senayan jakarta ri shortag hundr thousand doctor,negatif
health subthem question candid s strategi priorit budget promotiveprevent program increas life expect,positif
opinion presidenti candid s vision mission paragraph favorit,positif
provid social assist benefit giver mission creat nation healthi intellig prosper cultur unit s time,positif
biggest inequ ensur healthi live smart growth decent wage,positif
access educ inclus women & peopl disabl review fast internet creator law voic peopl listen lord peopl posit mandat,netral
build civil indonesia start villag health facil mother children elderli peopl disabl indigen peopl equal access health,netral
build million hous improv teacher salari compet develop nation transform golden indonesia,positif
plan nation transform strategi increas prosper & qualiti life provid nutriti food children build modern hospit district,positif
cool varsiti jacket,positif
final presidenti candid debat s winner friend,positif
live final presidenti debat tvone,netral
live final debat presidenti candid Anies prabowo win presidenti elect,positif
percent inform sector product,negatif
inew elect center,netral
final presidenti debat ganjar pranowo explain achiev serv governor gelora bung karno,netral
live final debat presidenti candid aniesimin prabowo gibran ganj lewat,netral
mahfud superior program peopl lunch,positif
debat discuss aircraft,netral
gangarmahfud scholarship soldier children studi univers,netral
volunt suspect die assault ganjar pranowo care,negatif
tpn chairman gangarmahfud visit campaign day,netral
tni soldier detain allegedli assault ganjar volunt boyolali,negatif
ganjar screen print tshirt sat set mmd write,netral
bimbim slank call ganjar pranowo presid,netral
ganjar pranowo critic indonesian defens buy plane,negatif
indonesian diaspora idea ​​a halal industri concret test,positif
mahfud superior program prabowogibran s program lunch,positif
ganjar admit frustrat integr data indonesia resolv,negatif
tpn ganjarmahfud titl consolid day victori,netral
repost dad,netral
hanura hut indramayu oso invit peopl vote gangarmahfud,netral
repost resign wir rival prof mahfud readi hit corrupt,netral
mahfud s flagship program lunch,positif
repost prof mahfud brush illeg loan trap common peopl,negatif
repost,netral
tpn introduc applic digit ecosystem ganjarmahfud,netral
focu win ganjarmahfud arsjad rasjid invit element win undecid voter,positif
mahfud lunch program,positif
realiz food sovereignti gangarmahfud effect strategi revit bulog,positif
mean white shirt worn gangarmahfud nation consolid day victori,negatif
mahfud continu uphold law nt enforc,netral
volunt peopl s tshirt movement ganjar pranowo express special messag,positif
sandiaga uno gangarmahfud play beauti fair play win presidenti elect,positif
encourag volunt haqqul yaqin quiet,positif
day presidenti elect reward gaspol structur massiv movement,positif
support ganjar mahfud presidenti elect hundr makassar resid hold joint prayer,positif
ganjarmahfud gather polit parti support volunt dki tonight,positif
reveal gangarmahfud suitabl lead indonesia,netral
ganjar admit receiv lot input presidenti candid debat,positif
readi debat reward pranowo nt afraid defens minist prabowo,positif
sakti ganjar ktp indonesian data effect,positif
promis creat lowcost hous program payment percentag,positif
arsjad rasjid announc intern survey tpn ganjarmahfud percent elect,netral
gangarmahfud blusukan month arsjad rasjid s fast movement unmatch,negatif
arsjad emphas ganjarmahfud s quick action unmatch,negatif
trader confid ganjar pranowo price chili,netral
tpn polic tni investig death ganjarmahfud volunt,negatif
day presidenti elect arsjad rasjid fuel enthusiasm volunt win ganjarmahfud,positif
tni soldier suspect beat gangarmahfud volunt question,negatif
ganjar offici launch ktp sakti program effect target social assist program,positif
abuya muhtadi lead nation consolid prayer win gangarmahfud,positif
launch sakti ganjar ktp program guarante social assist effect target,positif
ganjar pranowo offer magic ktp program advantag,positif
ganjar pranowo s internet program receiv posit appreci peopl,positif
ganjar volunt invit gener channel hobbi fun futsal,positif
gangarmahfud s vision mission proyoung peopl proof,positif
determin provid cheap hous resid provid special credit,positif
nation consolid day victori gangarmahfud s chant echo,netral
experi violenc ganjarmahfud volunt die injur,negatif
hasto confid public support ganjar mahfud grow,positif
ganjar attend consolid day victori greet shout support,positif
titl day victori jakarta gangarmahfud,netral
ganjar pranowo stay boyolali confess hous owner,netral
hasto awiek attend nation consolid day lead ganjarmahfud s victori,netral
mahfud attend nation consolid day lead ganjarmahfud s victori,netral
wear black satset gangar jacket attend nation consolid day victori,netral
siti atikoh state ganjarmahfud support msme,positif
boyolali resid happi nt expect ganjar stay,positif
ganjar pranowo prepar cheap hous program leak,netral
ganjar pranowo mahfud day victori,netral
wife wear white dress code attend nation consolid tpn,netral
liliana attend nation consolid tpn gangarmahfud,netral
visit wonogiri citi market jalan jender sudirman sukorejo central java friday,netral
fun duet,positif
welcom tpn chairman arsjad rasjid gangarmahfud attend nation consolid day victori,positif
ganjarmahfud held nation consolid eve elect reason,netral
optimist debat issu brought justic pranowo,positif
reward moment visit market listen stori trader boyolali,positif
readi presidenti candid debat ganjar pranowo touch issu plane,positif
debat defens reward purchas aircraft,positif
spray mahfud acehnes peopl nt equat rohingya refuge tsunami aid acehnes peopl content creator cut anggi respond mahfud s statement,negatif
ganjar pranowo s magic card program,netral
sakti card program prove ganjar mahfud priorit welfar peopl,netral
ganjar launch sakti card program ensur citizen data safe,positif
morn exercis boyolali reward visit market listen trader stori,positif
success leader lie posit recogn appreci peopl,positif
ganjar pranowo visit boyolali market,netral
comparison budget cost entir ganjar mahfud program prabowo gibran program,netral
resid boyolali happi nt expect gangar stay,positif
kala reward promis pay packag koran teacher nt pass level boyolali,positif
peopl makassar left messag gangar articl,netral
ganjarmahfud volunt hold west java youth jambore lembang,netral
introduc ganjarmahfud volunt program hold fish event,netral
atikoh consid candid ladi concern mental health issu,netral
rage teas korean child megawati join,negatif
reward rain thousand bulli semang raya chase,positif
ganjarmahfud campaign held progress yogyakarta unifi event,netral
reward pranowo sowan babussalam islam board school malang kiai thoriq insert messag,positif
visit banda neira ganjar commit pay attent remot island,positif
central java bullpen wow pdip feel jokowi s power,negatif
ganjar mahfud s campaign gbk saturday attend peopl,netral
campaign reward pranowo slank pdip manado readi redden koni sario field,positif
pdip lead public badli jokowi hope jokowi reveng,negatif
ahahaha pdip nt feel support jokowi reason presid,negatif
rain thousand bull malang feel move enthusiasm fade,positif
real peopl s presidenti candid,netral
ganjar pranowo s wife visit islam board school cirebon typic kempek buntet,netral
particip inaugur perindo atikoh parti puskestren gangarmahfud s program,positif
jakarta resid unit vote ganjar popular simpl,positif
ganjar admir bung hatta s struggl educ exil banda neira,positif
inspir nation s elder lack fund educ program educ creat,positif
campaign reward pranowo malang,positif
tpn emphas ganjarmahfud s focu uphold supremaci law,positif
ganjar admir bung hatta s educ effort banda neira exil hous,positif
atikoh gangarmahfud allow program posyandu cadr,netral
ganjar pranowo ensur provid equal justic disabl,positif
award mahfud s turban offici famili babangan ciwaringin cirebon board school,positif
mahfud riau s natur wealth peopl,positif
mahfud accept extend famili babangan ciwaringin cirebon board school,positif
assess degrad figur hotman pari s mother mahfud prosecut,negatif
mahfud promis win presidenti elect increas social assist commun,positif
neutral peopl question,netral
coordin minist polit legal secur affair mahfud met minist secretari pratikno meet resign meet presid download app store & play store,positif
reward transport govern eastern indonesia initi stateown enterpris,positif
final presidenti debat remind nobl valu ​​of nation s founder,positif
ganjar pranowo eye akbar faizal dpr,netral
ganjarmahfud commit develop firm sourc video ganjar pranowo,positif
final debat presidenti candid ganjar pranowo s camp claim,netral
mahfud decid resign cabinet megawati s bless meet praktino wait jokowi s bless,positif
mahfud s friendship babakan islam board school ciwaringin,positif
emot reward greet thousand poor resid midst heavi rain,positif
presid jokowi,positif
artist support ganjarmahfud s struggl,positif
visit banda neira ganjar hear fishermen s complaint power plant,negatif
coordin minist polit legal secur affair mahfud met minist secretari pratikno monday even meet issu mahfud s resign posit hold mahfud resign cabinet s read complet,negatif
north sumatra mahfud promis million job free bad debt worth rp,positif
mr jokowi mr mahfud minist develop worthi leader,positif
ganjar s commit implement asymmetr autonomi increas transport maluku,positif
coordin minist polit legal secur affair mahfud time meet presid jokowi mahfud s plan meet presid news resign read,positif
ganjar confid face debat experi governor,positif
coordin minist polit legal secur affair mahfud admit met minist secretariat mahfud held meet schedul meet presid jokowi mahfud plan resign advanc indonesian cabinet,positif
pdip secretari hasto kristiyanto pdip chairperson megawati soekarnoputri bless vice presidenti candid mahfud resign coordin minist polit legal secur affair,positif
tomorrow mahfud tour lampung district accompani yenni wahid,netral
tpn hari tano meet welcom arriv megawati ganjar pranowo,positif
gangarmahfud commit involv women disabl elderli presidenti elect,positif
tomorrow vice presidenti candid mahfud return campaign lampung agenda,netral
cirebon cleric ganjar mahfud candid pair commit erad corrupt support,positif
slank hold metal greet concert gbk gangarmahfud win total,positif
mahfud met dpp pdp chairman megawati soekarnoputri jakarta monday afternoon wit mahfud s intent resign minist,negatif
portrait threefing greet hari tano atikoh gangar typic cirebon kempek islam board school,positif
ganjar pranowo fight women s disabl right,negatif
jokowi s visit wonosari gunung kidul greet commun shout ganjar mahfud,positif
mtal total win,positif
ganjar amaz bung hatta s nativ school banda neira s exil hous,positif
wow m optimist ganjar mahfud,positif
mahfud meet jokowi step honor ethic,positif
reason mother decent mother nt decent difficult educ children criuuuker,positif
farmer pamekasan enthusiast particip social gangarmahfud s vision mission,positif
mahfud submit letter resign meet pratikno,negatif
campaign banda neira reward book pray elect presid,positif
pak gangar popular figur hesit compar peopl s choic school meal true peopl s presid,positif
vice presidenti candid serial mahfud peopl step choos wrong bad path paid promis pressur held hostag law,negatif
visit banda neira ganjar trace histori syahrir hatta,netral
moment fishermen banda neira convey aspir gangar,netral
visit banda neira ganjar pray elect presid book,netral
presid mahfud pay attent msme,negatif
s afraid social assist distribut era sir s win,positif
bullion enliven ganjarmahfud s grand campaign malang,positif
presid jokowi yogya pass greet finger salut,positif
transluc idr reward commit reduc rice price maluku,positif
purn andika perkasa afraid pak jokowi support stay upright support reward presid support reward mahfud,positif
ganjar pranowo amaz bung hatta s nativ school banda neira s exil hous,positif
conglomer entrepreneur confid support ganjar mahfud,positif
lyric pump spirit set s,positif
ganjar mahfud s grand campaign hundr volunt fill upperhil makassar,positif
mahfud hit netizen upload tweet quot vers koran check prof,netral
mahfud submit resign letter pratikno receiv letter mahfud minist presid jokowi,negatif
reward pranowo s commit creat job maintain sourc price stabil,positif
s hesit choos sir presid understand peopl win ganjar,positif
proven theme presidenti debat effect central java,positif
gangarmahfud launch flagship program easi msme cooper develop video sourc continuedid,positif
sir million job opportun hesit guy choos,negatif
accompani yenni wahid mahfud visit lampung tomorrow,netral
gangarmahfud s integr predict win riau,positif
ganjar arriv makassar greet support wear white shirt set,positif
s cool paint gangarmahfud s rice field,positif
greet mtal song creat slank ganjarmahfud repres peopl s,positif
repost respect,positif
banner reject vice presidenti candid serial gibran rakabum raka scatter east java provinc banner name madura resid support vice presidenti candid serial mahfud ld,negatif
vice presidenti candid cawapr serial mahfud state look term difficult unknown ordinari peopl presidenti vice presidenti debat,negatif
move success downstream mahfud corrupt erad hold key success,positif
extraordinari enthusiasm mall mr ganjar,positif
bewar corruptor mahfud anticorrupt warrior resign,negatif
merchandis cool,positif
excit bro alam eca watch concert,positif
nudg singer bro alam,netral
s gangar gangar cool,positif
bro step handsom,positif
nt peopl shake indonesian democraci,negatif
adhel romant flower gangar,positif
gibran provoc audienc s apolog event nt,positif
slow mr mahfud ma gibran gibran load hahaha,positif
extraordinari collabor mr atikoh mr gangar enthusiasm joy play tabl tenni,positif
money,positif
m sir kid cool mr gangar natur sir s fine,positif
bro gibran,netral
masyaallah futur ladi beauti,positif
care feet style mr atikoh feet strong run cycl s watch video,positif
women power support good countri success welfar countri good justic possess women,positif
support express indonesian justic advocaci organ ganjarmahfud baki gama led azizah chairman advisori board,positif
vice presidenti candid serial muhaimin iskandar believ govern slow implement polici invest easier,positif
merri christma mahfud convey set bag firm dilig indonesia,positif
happi merri christma ganjar mahfud s evalu build superior indonesia,positif
peopl s economi champion gangarmahfud reflect brand footwear debat,positif
parti admit mvp vice presidenti debat pak mahfud doubt pak mahfud champion idea heart indonesian peopl,positif
polit observ institut name mahfud success candid yesterday s vice presidenti debat languag straightforward understand peopl s confid candid candid gangarmahfud continu increas,positif
mr mahfud principl person challeng nt affect,negatif
vice presidenti candid s sentenc pierc depth heart,positif
understand pay attent care mr gibran answer convey emphat,positif
respons confirm mahfud s aim ensur transpar clariti invest sustain project carri,positif
difficult term mahfud vice presidenti debat,netral
style gibran mahfud cakimin imin deliv close debat,netral
mahfud consid control issu discuss vice presidenti debat,netral
ganjar assess mahfud perform vice presidenti debat,positif
mahfud answer question digit econom polici,netral
cakimin imin batter answer question brilliantli mahfud,positif
mahfud respond cakimin imin invest field difficult sir,negatif
mahfud allud diplomat ministri foreign affair entrust parti offici,positif
mahfud speak prabowo subianto s statement term `` ndasmu ethic mahfud term `` ndasmu ethic,netral
mahfud question legal instrument invest muhaimin,positif
mahfud erad corrupt key econom growth,positif
mahfud surpris cakimin imin build citi level jakarta,positif
mean vers koran prof mahfud read vice presidenti debat,netral
mahfud s tone rose gibran blunder tax care peopl sensit,positif
mahfud brought prabowo s data answer cakimin imin s question vice presidenti debat,netral
ganjarmahfud voic vice presidenti debat,netral
allud investor fund come mahfud parti control ikn land,positif
mahfud gibran fish investor heard hundr thousand hectar control entrepreneur,netral
mahfud chose obey rule leav debat podium danc pass,netral
vice presidenti candid mahfud admit respond question vice presidenti candid gibran rakabum carbon captur storag danc,positif
mahfud s vice presidenti debat consid content,netral
post mahfud s style spotlight wear tradit madures cloth pink shirt,netral
vice presidenti debat commun expert cakimin imin gibran s rhetor patron mahfud s realist,netral
voter vote elect,netral
pak gangar mahfud think peopl,positif
support ganjar mahfud win,positif
gimmick vice presidenti debat gibran bow answer green inflat prof mahfud penni nt answer,netral
prof mahfud illeg mine author,negatif
child fought mahfud,negatif
accus insult gibran mahfud debat report elect supervisori advoc,negatif
vice presidenti candid mahfud believ vice presidenti candid gibran rakabum train embarrass celingakcelinguk gestur vice presidenti debat week,negatif
yesterday s vice presidenti debat poll guy favorit,positif
worth watch,positif
mahfud excel vice presidenti debat tag prophet muhammad menkopolhukam mb nana tom lembong ipk pbnu komika samsul,positif
critic cakimin imin mafud polem food estat program gibran claim success,positif
boruto,netral
super funni moment vice presidenti candid hug teletubbi,positif
mahfud refus debat stupid peopl issu sarcast argument gibran,negatif
food estat ham debunk wo nt relev amp lack ingredi fri dri stale fri,netral
check infograph read poll link,netral
greenflat greenflat debat gibran mahfud guy listen sourc : ajisujati,netral
mother,positif
bro gibran s note oop,netral
s rain afternoon even day yesterday wind rain lot nana tom lembong samsul ipk,negatif
cool outfit ganjar mahfud winner debat local product love ganjar mahfud,positif
ganjar mahfud win ootd time debat,positif
vice presidenti candid serial mahfud reveal rate deforest indonesia,positif
nusron mahfud check food estat central kalimantan mislead public,netral
tutor undergrad thesi,netral
happi birthday mother mega indonesian woman,positif
gibran s debat style rakabum raka flood insult fourth debat presidenti elect netizen gibran arrog fun mahfud yld,negatif
execut director indonesian polit review ujang komarudin believ attitud mahfud cakimin imin attack jokowi selfdef main factor support govern,netral
mr mahfud,netral
peopl respect elder wrong ma gibran gibran samsul greenflat downstream mahfud,netral
jokowi pull stop,negatif
rupert murdoch entertain busi,positif
tb hasanuddin salut mahfud peopl increasingli awar uneth leader candid,negatif
issu extend mine permit papua discuss upp share opinion comment column,positif
vice presidenti debat mahfud superior tag el sulfat tengil salma salsabila tsamara candid pair,positif
answer fool s question answer,netral
local wisdom communitybas mechan,positif
vice presidenti candid serial mahfud believ vice presidenti candid serial gibran s question green inflat trivial qualiti aa gimmick,positif
mahfud highlight customari land control vice presidenti debat tag candid pair tsamara pope franci pangandaran york citi,netral
gibran s action vice presidenti debat peopl mention tengil songong tag tsamara candid pair pope franci pangandaran york citi,netral
vice presidenti candid mahfud thank presid jokowi complet fourth presidenti debat vice presidenti debat sunday night,positif
vice presidenti candid serial mahfud vice presidenti candid serial gibran rakabum raka s question greenflat worth answer aa,negatif
cakimin s appear share opinion comment column,positif
mention vice presidenti debat term greenflat explan sharp gibran,netral
ma gibran s gestur stir,netral
vice presidenti candid serial mahfud reluct answer question gibran rakabum raka ground answer,negatif
mahfud highlight level food import,netral
prof mahfud audit indonesian idol,netral
demand professor s promis vote elect,positif
prof mahfud sulk question comment trivial question vice presidenti candid answer comment trivial question vice presidenti candid prof mahfud,positif
food import carri presid jokowi s govern mahfud import mafia play role food commod,positif
poor npo babi tick disabl s nt tika kid constitut court pretend savag,negatif
moment gibran greet cakimin imin mahfud gibran goodby mahfud cipikacipiki,positif
level eww basic constitut court kid naughti,netral
mahfud tire debat grate knowledg gain,positif
convey vision mission mahfud food estat program fail complet damag ryn environ,negatif
ganjarmahfud gibran rude play trick respons mahfud s answer debat,negatif
compact,negatif
mahfud s statement vice presidenti debat jakarta convent center jcc senayan jakarta sunday night,netral
night understand maintain manner,positif
fair energi transit polici societi fulfil element,positif
gibran rakabum raka fourth vice presidenti debat approach candid pair shake hand candid,negatif
close debat candid candid cakimin imin gibran mahfud,netral
daughter fourth presid republ indonesia abdurrahman wahid yenni wahid assess action vice presidenti candid vice presidenti candid gibran rakabum answer stage insult vice presidenti candid mahfud,negatif
vice presidenti candid mahfud comment food estat issu account vice presidenti candid ganjar highlight failur program initi presid joko widodo s administr,negatif
question answer session mahfud gibran rakabum raka vice presidenti debat,positif
gibran mahfud s gimmick compet answer debat,netral
debat vice presidenti candid mahfud receiv vote poll vice presidenti candid answer correct question debat ryn read,netral
rake money win,positif
ahok prais ganjar pranowo s attitud person control,positif
rank firsttim voter oku emphas vote ganjarmahfud,netral
ten thousand klaten resid enthusiast declar support ganjar mahfud,positif
visit flood victim grobogan reward human polit,positif
ganjarmahfud s final campaign solo color carniv rout,netral
support rank ganjar pranowo father,positif
dog cheat,negatif
support candid pair support,positif
gasspool reward mahfud,positif
nt vote fraud video viral s peopl critic,positif
ahok cool,positif
ganjar meet grobogan flash flood victim invit support,positif
throttl throttl,netral
mahfud discuss thousand malang resid,netral
readi readi choos,positif
enthusiasm peopl grand campaign reward mahfud,positif
moment reward rain shower greet support grand campaign magelang,positif
campaign reward pranowo magelang,positif
ganjar surround children mother visit flood locat grobogan,netral
mahfud campaign lumajang satset jacket support mother,positif
mahfud firmli agre corruptor sentenc death erad corrupt indonesia,negatif
dynast polit respons mahfud,netral
hit prof resid jakarta legal consult prof mahfud,positif
ganjar grobogan farmer declar support gangarmahfud,positif
fast action indonesia,positif
alam anak gangar pranowo visit deaf commun kupang citi,netral
grobogan farmer support pranowo s candidaci presid,positif
s scari reveal ahok s life,negatif
revel indonesian leader javanes sir human devis plan god natur happen,positif
reward pranowo democraci brink,positif
wonogiri verit cornucopia straddl straddl kpu remov oppon s flag intimid peopl vote,positif
rain magelang dampen enthusiasm peopl s support vote,positif
alam ganjar entrust typic woven cloth east sumba ganjar pranowo,positif
visit presid grobogan presidenti candid s polit safari review victim flash flood visit grobogan farmer express support cloth wear,positif
improv constitut democraci law enforc vote candid pair,positif
predict prove harmless,positif
viral,positif
motiv atikoh emot moment mother die tahajjud,negatif
elect readi maintain prioriti peopl maintain independ leader,positif
ganjar invit volunt victim visit flood locat grobogan,positif
attend nation polic ganjar pranowo s declar childhood taught protest,positif
retir indonesian air forc militari offic indonesian eagl declar support presidenti vice presidenti candid pair ganjar pranowomahfud,positif
campu critic govern widespread sanction distort statement hurt,negatif
ganjar visit flood locat grobogan invit volunt victim,positif
matur gibran kaesang favorit podcast dialogu alam ganjar deh,positif
ten thousand magelang resid readi win ganjarmahfud presidenti elect,positif
ganjar campu critic democraci brink,negatif
pour rain fuel spirit thousand magelang volunt,netral
